Date,Year,Month,Day,YearMonth,Quarter,DayOfWeek,DayOfWeekName,WeekOfYear,IsWeekend,IsMonthStart,IsMonthEnd,IsQuarterStart,IsQuarterEnd,IsYearStart,IsYearEnd
2023-09-21,2023,9,21,2023-09,3,4,Thursday,38,False,False,False,False,False,False,False
2023-09-22,2023,9,22,2023-09,3,5,Friday,38,False,False,False,False,False,False,False
2023-09-23,2023,9,23,2023-09,3,6,Saturday,38,True,False,False,False,False,False,False
2023-09-24,2023,9,24,2023-09,3,7,Sunday,38,True,False,False,False,False,False,False
2023-09-25,2023,9,25,2023-09,3,1,Monday,39,False,False,False,False,False,False,False
2023-09-26,2023,9,26,2023-09,3,2,Tuesday,39,False,False,False,False,False,False,False
2023-09-27,2023,9,27,2023-09,3,3,Wednesday,39,False,False,False,False,False,False,False
2023-09-28,2023,9,28,2023-09,3,4,Thursday,39,False,False,False,False,False,False,False
2023-09-29,2023,9,29,2023-09,3,5,Friday,39,False,False,False,False,False,False,False
2023-09-30,2023,9,30,2023-09,3,6,Saturday,39,True,False,True,False,True,False,False
2023-10-01,2023,10,1,2023-10,4,7,Sunday,39,True,True,False,True,False,False,False
2023-10-02,2023,10,2,2023-10,4,1,Monday,40,False,False,False,False,False,False,False
2023-10-03,2023,10,3,2023-10,4,2,Tuesday,40,False,False,False,False,False,False,False
2023-10-04,2023,10,4,2023-10,4,3,Wednesday,40,False,False,False,False,False,False,False
2023-10-05,2023,10,5,2023-10,4,4,Thursday,40,False,False,False,False,False,False,False
2023-10-06,2023,10,6,2023-10,4,5,Friday,40,False,False,False,False,False,False,False
2023-10-07,2023,10,7,2023-10,4,6,Saturday,40,True,False,False,False,False,False,False
2023-10-08,2023,10,8,2023-10,4,7,Sunday,40,True,False,False,False,False,False,False
2023-10-09,2023,10,9,2023-10,4,1,Monday,41,False,False,False,False,False,False,False
2023-10-10,2023,10,10,2023-10,4,2,Tuesday,41,False,False,False,False,False,False,False
2023-10-11,2023,10,11,2023-10,4,3,Wednesday,41,False,False,False,False,False,False,False
2023-10-12,2023,10,12,2023-10,4,4,Thursday,41,False,False,False,False,False,False,False
2023-10-13,2023,10,13,2023-10,4,5,Friday,41,False,False,False,False,False,False,False
2023-10-14,2023,10,14,2023-10,4,6,Saturday,41,True,False,False,False,False,False,False
2023-10-15,2023,10,15,2023-10,4,7,Sunday,41,True,False,False,False,False,False,False
2023-10-16,2023,10,16,2023-10,4,1,Monday,42,False,False,False,False,False,False,False
2023-10-17,2023,10,17,2023-10,4,2,Tuesday,42,False,False,False,False,False,False,False
2023-10-18,2023,10,18,2023-10,4,3,Wednesday,42,False,False,False,False,False,False,False
2023-10-19,2023,10,19,2023-10,4,4,Thursday,42,False,False,False,False,False,False,False
2023-10-20,2023,10,20,2023-10,4,5,Friday,42,False,False,False,False,False,False,False
2023-10-21,2023,10,21,2023-10,4,6,Saturday,42,True,False,False,False,False,False,False
2023-10-22,2023,10,22,2023-10,4,7,Sunday,42,True,False,False,False,False,False,False
2023-10-23,2023,10,23,2023-10,4,1,Monday,43,False,False,False,False,False,False,False
2023-10-24,2023,10,24,2023-10,4,2,Tuesday,43,False,False,False,False,False,False,False
2023-10-25,2023,10,25,2023-10,4,3,Wednesday,43,False,False,False,False,False,False,False
2023-10-26,2023,10,26,2023-10,4,4,Thursday,43,False,False,False,False,False,False,False
2023-10-27,2023,10,27,2023-10,4,5,Friday,43,False,False,False,False,False,False,False
2023-10-28,2023,10,28,2023-10,4,6,Saturday,43,True,False,False,False,False,False,False
2023-10-29,2023,10,29,2023-10,4,7,Sunday,43,True,False,False,False,False,False,False
2023-10-30,2023,10,30,2023-10,4,1,Monday,44,False,False,False,False,False,False,False
2023-10-31,2023,10,31,2023-10,4,2,Tuesday,44,False,False,True,False,False,False,False
2023-11-01,2023,11,1,2023-11,4,3,Wednesday,44,False,True,False,False,False,False,False
2023-11-02,2023,11,2,2023-11,4,4,Thursday,44,False,False,False,False,False,False,False
2023-11-03,2023,11,3,2023-11,4,5,Friday,44,False,False,False,False,False,False,False
2023-11-04,2023,11,4,2023-11,4,6,Saturday,44,True,False,False,False,False,False,False
2023-11-05,2023,11,5,2023-11,4,7,Sunday,44,True,False,False,False,False,False,False
2023-11-06,2023,11,6,2023-11,4,1,Monday,45,False,False,False,False,False,False,False
2023-11-07,2023,11,7,2023-11,4,2,Tuesday,45,False,False,False,False,False,False,False
2023-11-08,2023,11,8,2023-11,4,3,Wednesday,45,False,False,False,False,False,False,False
2023-11-09,2023,11,9,2023-11,4,4,Thursday,45,False,False,False,False,False,False,False
2023-11-10,2023,11,10,2023-11,4,5,Friday,45,False,False,False,False,False,False,False
2023-11-11,2023,11,11,2023-11,4,6,Saturday,45,True,False,False,False,False,False,False
2023-11-12,2023,11,12,2023-11,4,7,Sunday,45,True,False,False,False,False,False,False
2023-11-13,2023,11,13,2023-11,4,1,Monday,46,False,False,False,False,False,False,False
2023-11-14,2023,11,14,2023-11,4,2,Tuesday,46,False,False,False,False,False,False,False
2023-11-15,2023,11,15,2023-11,4,3,Wednesday,46,False,False,False,False,False,False,False
2023-11-16,2023,11,16,2023-11,4,4,Thursday,46,False,False,False,False,False,False,False
2023-11-17,2023,11,17,2023-11,4,5,Friday,46,False,False,False,False,False,False,False
2023-11-18,2023,11,18,2023-11,4,6,Saturday,46,True,False,False,False,False,False,False
2023-11-19,2023,11,19,2023-11,4,7,Sunday,46,True,False,False,False,False,False,False
2023-11-20,2023,11,20,2023-11,4,1,Monday,47,False,False,False,False,False,False,False
2023-11-21,2023,11,21,2023-11,4,2,Tuesday,47,False,False,False,False,False,False,False
2023-11-22,2023,11,22,2023-11,4,3,Wednesday,47,False,False,False,False,False,False,False
2023-11-23,2023,11,23,2023-11,4,4,Thursday,47,False,False,False,False,False,False,False
2023-11-24,2023,11,24,2023-11,4,5,Friday,47,False,False,False,False,False,False,False
2023-11-25,2023,11,25,2023-11,4,6,Saturday,47,True,False,False,False,False,False,False
2023-11-26,2023,11,26,2023-11,4,7,Sunday,47,True,False,False,False,False,False,False
2023-11-27,2023,11,27,2023-11,4,1,Monday,48,False,False,False,False,False,False,False
2023-11-28,2023,11,28,2023-11,4,2,Tuesday,48,False,False,False,False,False,False,False
2023-11-29,2023,11,29,2023-11,4,3,Wednesday,48,False,False,False,False,False,False,False
2023-11-30,2023,11,30,2023-11,4,4,Thursday,48,False,False,True,False,False,False,False
2023-12-01,2023,12,1,2023-12,4,5,Friday,48,False,True,False,False,False,False,False
2023-12-02,2023,12,2,2023-12,4,6,Saturday,48,True,False,False,False,False,False,False
2023-12-03,2023,12,3,2023-12,4,7,Sunday,48,True,False,False,False,False,False,False
2023-12-04,2023,12,4,2023-12,4,1,Monday,49,False,False,False,False,False,False,False
2023-12-05,2023,12,5,2023-12,4,2,Tuesday,49,False,False,False,False,False,False,False
2023-12-06,2023,12,6,2023-12,4,3,Wednesday,49,False,False,False,False,False,False,False
2023-12-07,2023,12,7,2023-12,4,4,Thursday,49,False,False,False,False,False,False,False
2023-12-08,2023,12,8,2023-12,4,5,Friday,49,False,False,False,False,False,False,False
2023-12-09,2023,12,9,2023-12,4,6,Saturday,49,True,False,False,False,False,False,False
2023-12-10,2023,12,10,2023-12,4,7,Sunday,49,True,False,False,False,False,False,False
2023-12-11,2023,12,11,2023-12,4,1,Monday,50,False,False,False,False,False,False,False
2023-12-12,2023,12,12,2023-12,4,2,Tuesday,50,False,False,False,False,False,False,False
2023-12-13,2023,12,13,2023-12,4,3,Wednesday,50,False,False,False,False,False,False,False
2023-12-14,2023,12,14,2023-12,4,4,Thursday,50,False,False,False,False,False,False,False
2023-12-15,2023,12,15,2023-12,4,5,Friday,50,False,False,False,False,False,False,False
2023-12-16,2023,12,16,2023-12,4,6,Saturday,50,True,False,False,False,False,False,False
2023-12-17,2023,12,17,2023-12,4,7,Sunday,50,True,False,False,False,False,False,False
2023-12-18,2023,12,18,2023-12,4,1,Monday,51,False,False,False,False,False,False,False
2023-12-19,2023,12,19,2023-12,4,2,Tuesday,51,False,False,False,False,False,False,False
2023-12-20,2023,12,20,2023-12,4,3,Wednesday,51,False,False,False,False,False,False,False
2023-12-21,2023,12,21,2023-12,4,4,Thursday,51,False,False,False,False,False,False,False
2023-12-22,2023,12,22,2023-12,4,5,Friday,51,False,False,False,False,False,False,False
2023-12-23,2023,12,23,2023-12,4,6,Saturday,51,True,False,False,False,False,False,False
2023-12-24,2023,12,24,2023-12,4,7,Sunday,51,True,False,False,False,False,False,False
2023-12-25,2023,12,25,2023-12,4,1,Monday,52,False,False,False,False,False,False,False
2023-12-26,2023,12,26,2023-12,4,2,Tuesday,52,False,False,False,False,False,False,False
2023-12-27,2023,12,27,2023-12,4,3,Wednesday,52,False,False,False,False,False,False,False
2023-12-28,2023,12,28,2023-12,4,4,Thursday,52,False,False,False,False,False,False,False
2023-12-29,2023,12,29,2023-12,4,5,Friday,52,False,False,False,False,False,False,False
2023-12-30,2023,12,30,2023-12,4,6,Saturday,52,True,False,False,False,False,False,False
2023-12-31,2023,12,31,2023-12,4,7,Sunday,52,True,False,True,False,True,False,True
2024-01-01,2024,1,1,2024-01,1,1,Monday,1,False,True,False,True,False,True,False
2024-01-02,2024,1,2,2024-01,1,2,Tuesday,1,False,False,False,False,False,False,False
2024-01-03,2024,1,3,2024-01,1,3,Wednesday,1,False,False,False,False,False,False,False
2024-01-04,2024,1,4,2024-01,1,4,Thursday,1,False,False,False,False,False,False,False
2024-01-05,2024,1,5,2024-01,1,5,Friday,1,False,False,False,False,False,False,False
2024-01-06,2024,1,6,2024-01,1,6,Saturday,1,True,False,False,False,False,False,False
2024-01-07,2024,1,7,2024-01,1,7,Sunday,1,True,False,False,False,False,False,False
2024-01-08,2024,1,8,2024-01,1,1,Monday,2,False,False,False,False,False,False,False
2024-01-09,2024,1,9,2024-01,1,2,Tuesday,2,False,False,False,False,False,False,False
2024-01-10,2024,1,10,2024-01,1,3,Wednesday,2,False,False,False,False,False,False,False
2024-01-11,2024,1,11,2024-01,1,4,Thursday,2,False,False,False,False,False,False,False
2024-01-12,2024,1,12,2024-01,1,5,Friday,2,False,False,False,False,False,False,False
2024-01-13,2024,1,13,2024-01,1,6,Saturday,2,True,False,False,False,False,False,False
2024-01-14,2024,1,14,2024-01,1,7,Sunday,2,True,False,False,False,False,False,False
2024-01-15,2024,1,15,2024-01,1,1,Monday,3,False,False,False,False,False,False,False
2024-01-16,2024,1,16,2024-01,1,2,Tuesday,3,False,False,False,False,False,False,False
2024-01-17,2024,1,17,2024-01,1,3,Wednesday,3,False,False,False,False,False,False,False
2024-01-18,2024,1,18,2024-01,1,4,Thursday,3,False,False,False,False,False,False,False
2024-01-19,2024,1,19,2024-01,1,5,Friday,3,False,False,False,False,False,False,False
2024-01-20,2024,1,20,2024-01,1,6,Saturday,3,True,False,False,False,False,False,False
2024-01-21,2024,1,21,2024-01,1,7,Sunday,3,True,False,False,False,False,False,False
2024-01-22,2024,1,22,2024-01,1,1,Monday,4,False,False,False,False,False,False,False
2024-01-23,2024,1,23,2024-01,1,2,Tuesday,4,False,False,False,False,False,False,False
2024-01-24,2024,1,24,2024-01,1,3,Wednesday,4,False,False,False,False,False,False,False
2024-01-25,2024,1,25,2024-01,1,4,Thursday,4,False,False,False,False,False,False,False
2024-01-26,2024,1,26,2024-01,1,5,Friday,4,False,False,False,False,False,False,False
2024-01-27,2024,1,27,2024-01,1,6,Saturday,4,True,False,False,False,False,False,False
2024-01-28,2024,1,28,2024-01,1,7,Sunday,4,True,False,False,False,False,False,False
2024-01-29,2024,1,29,2024-01,1,1,Monday,5,False,False,False,False,False,False,False
2024-01-30,2024,1,30,2024-01,1,2,Tuesday,5,False,False,False,False,False,False,False
2024-01-31,2024,1,31,2024-01,1,3,Wednesday,5,False,False,True,False,False,False,False
2024-02-01,2024,2,1,2024-02,1,4,Thursday,5,False,True,False,False,False,False,False
2024-02-02,2024,2,2,2024-02,1,5,Friday,5,False,False,False,False,False,False,False
2024-02-03,2024,2,3,2024-02,1,6,Saturday,5,True,False,False,False,False,False,False
2024-02-04,2024,2,4,2024-02,1,7,Sunday,5,True,False,False,False,False,False,False
2024-02-05,2024,2,5,2024-02,1,1,Monday,6,False,False,False,False,False,False,False
2024-02-06,2024,2,6,2024-02,1,2,Tuesday,6,False,False,False,False,False,False,False
2024-02-07,2024,2,7,2024-02,1,3,Wednesday,6,False,False,False,False,False,False,False
2024-02-08,2024,2,8,2024-02,1,4,Thursday,6,False,False,False,False,False,False,False
2024-02-09,2024,2,9,2024-02,1,5,Friday,6,False,False,False,False,False,False,False
2024-02-10,2024,2,10,2024-02,1,6,Saturday,6,True,False,False,False,False,False,False
2024-02-11,2024,2,11,2024-02,1,7,Sunday,6,True,False,False,False,False,False,False
2024-02-12,2024,2,12,2024-02,1,1,Monday,7,False,False,False,False,False,False,False
2024-02-13,2024,2,13,2024-02,1,2,Tuesday,7,False,False,False,False,False,False,False
2024-02-14,2024,2,14,2024-02,1,3,Wednesday,7,False,False,False,False,False,False,False
2024-02-15,2024,2,15,2024-02,1,4,Thursday,7,False,False,False,False,False,False,False
2024-02-16,2024,2,16,2024-02,1,5,Friday,7,False,False,False,False,False,False,False
2024-02-17,2024,2,17,2024-02,1,6,Saturday,7,True,False,False,False,False,False,False
2024-02-18,2024,2,18,2024-02,1,7,Sunday,7,True,False,False,False,False,False,False
2024-02-19,2024,2,19,2024-02,1,1,Monday,8,False,False,False,False,False,False,False
2024-02-20,2024,2,20,2024-02,1,2,Tuesday,8,False,False,False,False,False,False,False
2024-02-21,2024,2,21,2024-02,1,3,Wednesday,8,False,False,False,False,False,False,False
2024-02-22,2024,2,22,2024-02,1,4,Thursday,8,False,False,False,False,False,False,False
2024-02-23,2024,2,23,2024-02,1,5,Friday,8,False,False,False,False,False,False,False
2024-02-24,2024,2,24,2024-02,1,6,Saturday,8,True,False,False,False,False,False,False
2024-02-25,2024,2,25,2024-02,1,7,Sunday,8,True,False,False,False,False,False,False
2024-02-26,2024,2,26,2024-02,1,1,Monday,9,False,False,False,False,False,False,False
2024-02-27,2024,2,27,2024-02,1,2,Tuesday,9,False,False,False,False,False,False,False
2024-02-28,2024,2,28,2024-02,1,3,Wednesday,9,False,False,False,False,False,False,False
2024-02-29,2024,2,29,2024-02,1,4,Thursday,9,False,False,True,False,False,False,False
2024-03-01,2024,3,1,2024-03,1,5,Friday,9,False,True,False,False,False,False,False
2024-03-02,2024,3,2,2024-03,1,6,Saturday,9,True,False,False,False,False,False,False
2024-03-03,2024,3,3,2024-03,1,7,Sunday,9,True,False,False,False,False,False,False
2024-03-04,2024,3,4,2024-03,1,1,Monday,10,False,False,False,False,False,False,False
2024-03-05,2024,3,5,2024-03,1,2,Tuesday,10,False,False,False,False,False,False,False
2024-03-06,2024,3,6,2024-03,1,3,Wednesday,10,False,False,False,False,False,False,False
2024-03-07,2024,3,7,2024-03,1,4,Thursday,10,False,False,False,False,False,False,False
2024-03-08,2024,3,8,2024-03,1,5,Friday,10,False,False,False,False,False,False,False
2024-03-09,2024,3,9,2024-03,1,6,Saturday,10,True,False,False,False,False,False,False
2024-03-10,2024,3,10,2024-03,1,7,Sunday,10,True,False,False,False,False,False,False
2024-03-11,2024,3,11,2024-03,1,1,Monday,11,False,False,False,False,False,False,False
2024-03-12,2024,3,12,2024-03,1,2,Tuesday,11,False,False,False,False,False,False,False
2024-03-13,2024,3,13,2024-03,1,3,Wednesday,11,False,False,False,False,False,False,False
2024-03-14,2024,3,14,2024-03,1,4,Thursday,11,False,False,False,False,False,False,False
2024-03-15,2024,3,15,2024-03,1,5,Friday,11,False,False,False,False,False,False,False
2024-03-16,2024,3,16,2024-03,1,6,Saturday,11,True,False,False,False,False,False,False
2024-03-17,2024,3,17,2024-03,1,7,Sunday,11,True,False,False,False,False,False,False
2024-03-18,2024,3,18,2024-03,1,1,Monday,12,False,False,False,False,False,False,False
2024-03-19,2024,3,19,2024-03,1,2,Tuesday,12,False,False,False,False,False,False,False
2024-03-20,2024,3,20,2024-03,1,3,Wednesday,12,False,False,False,False,False,False,False
2024-03-21,2024,3,21,2024-03,1,4,Thursday,12,False,False,False,False,False,False,False
2024-03-22,2024,3,22,2024-03,1,5,Friday,12,False,False,False,False,False,False,False
2024-03-23,2024,3,23,2024-03,1,6,Saturday,12,True,False,False,False,False,False,False
2024-03-24,2024,3,24,2024-03,1,7,Sunday,12,True,False,False,False,False,False,False
2024-03-25,2024,3,25,2024-03,1,1,Monday,13,False,False,False,False,False,False,False
2024-03-26,2024,3,26,2024-03,1,2,Tuesday,13,False,False,False,False,False,False,False
2024-03-27,2024,3,27,2024-03,1,3,Wednesday,13,False,False,False,False,False,False,False
2024-03-28,2024,3,28,2024-03,1,4,Thursday,13,False,False,False,False,False,False,False
2024-03-29,2024,3,29,2024-03,1,5,Friday,13,False,False,False,False,False,False,False
2024-03-30,2024,3,30,2024-03,1,6,Saturday,13,True,False,False,False,False,False,False
2024-03-31,2024,3,31,2024-03,1,7,Sunday,13,True,False,True,False,True,False,False
2024-04-01,2024,4,1,2024-04,2,1,Monday,14,False,True,False,True,False,False,False
2024-04-02,2024,4,2,2024-04,2,2,Tuesday,14,False,False,False,False,False,False,False
2024-04-03,2024,4,3,2024-04,2,3,Wednesday,14,False,False,False,False,False,False,False
2024-04-04,2024,4,4,2024-04,2,4,Thursday,14,False,False,False,False,False,False,False
2024-04-05,2024,4,5,2024-04,2,5,Friday,14,False,False,False,False,False,False,False
2024-04-06,2024,4,6,2024-04,2,6,Saturday,14,True,False,False,False,False,False,False
2024-04-07,2024,4,7,2024-04,2,7,Sunday,14,True,False,False,False,False,False,False
2024-04-08,2024,4,8,2024-04,2,1,Monday,15,False,False,False,False,False,False,False
2024-04-09,2024,4,9,2024-04,2,2,Tuesday,15,False,False,False,False,False,False,False
2024-04-10,2024,4,10,2024-04,2,3,Wednesday,15,False,False,False,False,False,False,False
2024-04-11,2024,4,11,2024-04,2,4,Thursday,15,False,False,False,False,False,False,False
2024-04-12,2024,4,12,2024-04,2,5,Friday,15,False,False,False,False,False,False,False
2024-04-13,2024,4,13,2024-04,2,6,Saturday,15,True,False,False,False,False,False,False
2024-04-14,2024,4,14,2024-04,2,7,Sunday,15,True,False,False,False,False,False,False
2024-04-15,2024,4,15,2024-04,2,1,Monday,16,False,False,False,False,False,False,False
2024-04-16,2024,4,16,2024-04,2,2,Tuesday,16,False,False,False,False,False,False,False
2024-04-17,2024,4,17,2024-04,2,3,Wednesday,16,False,False,False,False,False,False,False
2024-04-18,2024,4,18,2024-04,2,4,Thursday,16,False,False,False,False,False,False,False
2024-04-19,2024,4,19,2024-04,2,5,Friday,16,False,False,False,False,False,False,False
2024-04-20,2024,4,20,2024-04,2,6,Saturday,16,True,False,False,False,False,False,False
2024-04-21,2024,4,21,2024-04,2,7,Sunday,16,True,False,False,False,False,False,False
2024-04-22,2024,4,22,2024-04,2,1,Monday,17,False,False,False,False,False,False,False
2024-04-23,2024,4,23,2024-04,2,2,Tuesday,17,False,False,False,False,False,False,False
2024-04-24,2024,4,24,2024-04,2,3,Wednesday,17,False,False,False,False,False,False,False
2024-04-25,2024,4,25,2024-04,2,4,Thursday,17,False,False,False,False,False,False,False
2024-04-26,2024,4,26,2024-04,2,5,Friday,17,False,False,False,False,False,False,False
2024-04-27,2024,4,27,2024-04,2,6,Saturday,17,True,False,False,False,False,False,False
2024-04-28,2024,4,28,2024-04,2,7,Sunday,17,True,False,False,False,False,False,False
2024-04-29,2024,4,29,2024-04,2,1,Monday,18,False,False,False,False,False,False,False
2024-04-30,2024,4,30,2024-04,2,2,Tuesday,18,False,False,True,False,False,False,False
2024-05-01,2024,5,1,2024-05,2,3,Wednesday,18,False,True,False,False,False,False,False
2024-05-02,2024,5,2,2024-05,2,4,Thursday,18,False,False,False,False,False,False,False
2024-05-03,2024,5,3,2024-05,2,5,Friday,18,False,False,False,False,False,False,False
2024-05-04,2024,5,4,2024-05,2,6,Saturday,18,True,False,False,False,False,False,False
2024-05-05,2024,5,5,2024-05,2,7,Sunday,18,True,False,False,False,False,False,False
2024-05-06,2024,5,6,2024-05,2,1,Monday,19,False,False,False,False,False,False,False
2024-05-07,2024,5,7,2024-05,2,2,Tuesday,19,False,False,False,False,False,False,False
2024-05-08,2024,5,8,2024-05,2,3,Wednesday,19,False,False,False,False,False,False,False
2024-05-09,2024,5,9,2024-05,2,4,Thursday,19,False,False,False,False,False,False,False
2024-05-10,2024,5,10,2024-05,2,5,Friday,19,False,False,False,False,False,False,False
2024-05-11,2024,5,11,2024-05,2,6,Saturday,19,True,False,False,False,False,False,False
2024-05-12,2024,5,12,2024-05,2,7,Sunday,19,True,False,False,False,False,False,False
2024-05-13,2024,5,13,2024-05,2,1,Monday,20,False,False,False,False,False,False,False
2024-05-14,2024,5,14,2024-05,2,2,Tuesday,20,False,False,False,False,False,False,False
2024-05-15,2024,5,15,2024-05,2,3,Wednesday,20,False,False,False,False,False,False,False
2024-05-16,2024,5,16,2024-05,2,4,Thursday,20,False,False,False,False,False,False,False
2024-05-17,2024,5,17,2024-05,2,5,Friday,20,False,False,False,False,False,False,False
2024-05-18,2024,5,18,2024-05,2,6,Saturday,20,True,False,False,False,False,False,False
2024-05-19,2024,5,19,2024-05,2,7,Sunday,20,True,False,False,False,False,False,False
2024-05-20,2024,5,20,2024-05,2,1,Monday,21,False,False,False,False,False,False,False
2024-05-21,2024,5,21,2024-05,2,2,Tuesday,21,False,False,False,False,False,False,False
2024-05-22,2024,5,22,2024-05,2,3,Wednesday,21,False,False,False,False,False,False,False
2024-05-23,2024,5,23,2024-05,2,4,Thursday,21,False,False,False,False,False,False,False
2024-05-24,2024,5,24,2024-05,2,5,Friday,21,False,False,False,False,False,False,False
2024-05-25,2024,5,25,2024-05,2,6,Saturday,21,True,False,False,False,False,False,False
2024-05-26,2024,5,26,2024-05,2,7,Sunday,21,True,False,False,False,False,False,False
2024-05-27,2024,5,27,2024-05,2,1,Monday,22,False,False,False,False,False,False,False
2024-05-28,2024,5,28,2024-05,2,2,Tuesday,22,False,False,False,False,False,False,False
2024-05-29,2024,5,29,2024-05,2,3,Wednesday,22,False,False,False,False,False,False,False
2024-05-30,2024,5,30,2024-05,2,4,Thursday,22,False,False,False,False,False,False,False
2024-05-31,2024,5,31,2024-05,2,5,Friday,22,False,False,True,False,False,False,False
2024-06-01,2024,6,1,2024-06,2,6,Saturday,22,True,True,False,False,False,False,False
2024-06-02,2024,6,2,2024-06,2,7,Sunday,22,True,False,False,False,False,False,False
2024-06-03,2024,6,3,2024-06,2,1,Monday,23,False,False,False,False,False,False,False
2024-06-04,2024,6,4,2024-06,2,2,Tuesday,23,False,False,False,False,False,False,False
2024-06-05,2024,6,5,2024-06,2,3,Wednesday,23,False,False,False,False,False,False,False
2024-06-06,2024,6,6,2024-06,2,4,Thursday,23,False,False,False,False,False,False,False
2024-06-07,2024,6,7,2024-06,2,5,Friday,23,False,False,False,False,False,False,False
2024-06-08,2024,6,8,2024-06,2,6,Saturday,23,True,False,False,False,False,False,False
2024-06-09,2024,6,9,2024-06,2,7,Sunday,23,True,False,False,False,False,False,False
2024-06-10,2024,6,10,2024-06,2,1,Monday,24,False,False,False,False,False,False,False
2024-06-11,2024,6,11,2024-06,2,2,Tuesday,24,False,False,False,False,False,False,False
2024-06-12,2024,6,12,2024-06,2,3,Wednesday,24,False,False,False,False,False,False,False
2024-06-13,2024,6,13,2024-06,2,4,Thursday,24,False,False,False,False,False,False,False
2024-06-14,2024,6,14,2024-06,2,5,Friday,24,False,False,False,False,False,False,False
2024-06-15,2024,6,15,2024-06,2,6,Saturday,24,True,False,False,False,False,False,False
2024-06-16,2024,6,16,2024-06,2,7,Sunday,24,True,False,False,False,False,False,False
2024-06-17,2024,6,17,2024-06,2,1,Monday,25,False,False,False,False,False,False,False
2024-06-18,2024,6,18,2024-06,2,2,Tuesday,25,False,False,False,False,False,False,False
2024-06-19,2024,6,19,2024-06,2,3,Wednesday,25,False,False,False,False,False,False,False
2024-06-20,2024,6,20,2024-06,2,4,Thursday,25,False,False,False,False,False,False,False
2024-06-21,2024,6,21,2024-06,2,5,Friday,25,False,False,False,False,False,False,False
2024-06-22,2024,6,22,2024-06,2,6,Saturday,25,True,False,False,False,False,False,False
2024-06-23,2024,6,23,2024-06,2,7,Sunday,25,True,False,False,False,False,False,False
2024-06-24,2024,6,24,2024-06,2,1,Monday,26,False,False,False,False,False,False,False
2024-06-25,2024,6,25,2024-06,2,2,Tuesday,26,False,False,False,False,False,False,False
2024-06-26,2024,6,26,2024-06,2,3,Wednesday,26,False,False,False,False,False,False,False
2024-06-27,2024,6,27,2024-06,2,4,Thursday,26,False,False,False,False,False,False,False
2024-06-28,2024,6,28,2024-06,2,5,Friday,26,False,False,False,False,False,False,False
2024-06-29,2024,6,29,2024-06,2,6,Saturday,26,True,False,False,False,False,False,False
2024-06-30,2024,6,30,2024-06,2,7,Sunday,26,True,False,True,False,True,False,False
2024-07-01,2024,7,1,2024-07,3,1,Monday,27,False,True,False,True,False,False,False
2024-07-02,2024,7,2,2024-07,3,2,Tuesday,27,False,False,False,False,False,False,False
2024-07-03,2024,7,3,2024-07,3,3,Wednesday,27,False,False,False,False,False,False,False
2024-07-04,2024,7,4,2024-07,3,4,Thursday,27,False,False,False,False,False,False,False
2024-07-05,2024,7,5,2024-07,3,5,Friday,27,False,False,False,False,False,False,False
2024-07-06,2024,7,6,2024-07,3,6,Saturday,27,True,False,False,False,False,False,False
2024-07-07,2024,7,7,2024-07,3,7,Sunday,27,True,False,False,False,False,False,False
2024-07-08,2024,7,8,2024-07,3,1,Monday,28,False,False,False,False,False,False,False
2024-07-09,2024,7,9,2024-07,3,2,Tuesday,28,False,False,False,False,False,False,False
2024-07-10,2024,7,10,2024-07,3,3,Wednesday,28,False,False,False,False,False,False,False
2024-07-11,2024,7,11,2024-07,3,4,Thursday,28,False,False,False,False,False,False,False
2024-07-12,2024,7,12,2024-07,3,5,Friday,28,False,False,False,False,False,False,False
2024-07-13,2024,7,13,2024-07,3,6,Saturday,28,True,False,False,False,False,False,False
2024-07-14,2024,7,14,2024-07,3,7,Sunday,28,True,False,False,False,False,False,False
2024-07-15,2024,7,15,2024-07,3,1,Monday,29,False,False,False,False,False,False,False
2024-07-16,2024,7,16,2024-07,3,2,Tuesday,29,False,False,False,False,False,False,False
2024-07-17,2024,7,17,2024-07,3,3,Wednesday,29,False,False,False,False,False,False,False
2024-07-18,2024,7,18,2024-07,3,4,Thursday,29,False,False,False,False,False,False,False
2024-07-19,2024,7,19,2024-07,3,5,Friday,29,False,False,False,False,False,False,False
2024-07-20,2024,7,20,2024-07,3,6,Saturday,29,True,False,False,False,False,False,False
2024-07-21,2024,7,21,2024-07,3,7,Sunday,29,True,False,False,False,False,False,False
2024-07-22,2024,7,22,2024-07,3,1,Monday,30,False,False,False,False,False,False,False
2024-07-23,2024,7,23,2024-07,3,2,Tuesday,30,False,False,False,False,False,False,False
2024-07-24,2024,7,24,2024-07,3,3,Wednesday,30,False,False,False,False,False,False,False
2024-07-25,2024,7,25,2024-07,3,4,Thursday,30,False,False,False,False,False,False,False
2024-07-26,2024,7,26,2024-07,3,5,Friday,30,False,False,False,False,False,False,False
2024-07-27,2024,7,27,2024-07,3,6,Saturday,30,True,False,False,False,False,False,False
2024-07-28,2024,7,28,2024-07,3,7,Sunday,30,True,False,False,False,False,False,False
2024-07-29,2024,7,29,2024-07,3,1,Monday,31,False,False,False,False,False,False,False
2024-07-30,2024,7,30,2024-07,3,2,Tuesday,31,False,False,False,False,False,False,False
2024-07-31,2024,7,31,2024-07,3,3,Wednesday,31,False,False,True,False,False,False,False
