Order,OrderItem,Product,Qty,Price,Sales,Currency
104974,1,P0443,1,102.3,102.3,USD
104975,1,P0460,2,44.0,88.0,EUR
104976,1,P0290,4,29.0,116.0,EUR
104976,2,P0506,1,31.9,31.9,USD
104976,3,P0325,10,29.0,290.0,EUR
104977,1,P0544,8,44.0,352.0,EUR
104977,2,P0038,2,1019.0,2038.0,EUR
104977,3,P0218,1,42.9,42.9,USD
104977,4,P0536,1,31.9,31.9,USD
104977,5,P0045,10,829.0,8290.0,EUR
104978,1,P0552,1,39.0,39.0,EUR
104978,2,P0076,4,1299.0,5196.0,EUR
104978,3,P0409,7,19.0,133.0,EUR
104978,4,P0257,4,21.0,84.0,EUR
104978,5,P0007,8,1199.0,9592.0,EUR
104979,1,P0226,2,20.9,41.8,USD
104979,2,P0287,5,19.0,95.0,EUR
104979,3,P0411,10,21.0,210.0,EUR
104980,1,P0510,10,34.0,340.0,EUR
104980,2,P0037,4,899.0,3596.0,EUR
104980,3,P0496,9,48.4,435.6,USD
104980,4,P0161,10,42.9,429.0,USD
104981,1,P0615,7,29.0,203.0,EUR
104981,2,P0099,9,350.9,3158.1,USD
104982,1,P0226,4,19.0,76.0,EUR
104982,2,P0060,1,1296.9,1296.9,USD
104982,3,P0487,6,37.4,224.4,USD
104983,1,P0111,5,26.4,132.0,USD
104983,2,P0559,7,29.0,203.0,EUR
104983,3,P0459,8,29.0,232.0,EUR
104983,4,P0448,10,42.0,420.0,EUR
104983,5,P0363,3,34.0,102.0,EUR
104984,1,P0284,9,31.9,287.1,USD
104984,2,P0083,2,1119.0,2238.0,EUR
104984,3,P0184,10,26.4,264.0,USD
104985,1,P0504,3,39.0,117.0,EUR
104985,2,P0523,6,34.0,204.0,EUR
104985,3,P0273,8,34.0,272.0,EUR
104986,1,P0032,4,569.0,2276.0,EUR
104986,2,P0553,6,48.4,290.4,USD
104986,3,P0402,3,53.9,161.7,USD
104986,4,P0217,10,26.4,264.0,USD
104987,1,P0310,2,29.0,58.0,EUR
104987,2,P0492,5,34.0,170.0,EUR
104988,1,P0073,1,273.9,273.9,USD
104988,2,P0467,4,37.4,149.6,USD
104988,3,P0477,10,37.4,374.0,USD
104988,4,P0428,2,22.0,44.0,EUR
104989,1,P0083,10,1230.9,12309.0,USD
104989,2,P0553,10,48.4,484.0,USD
104989,3,P0117,1,18.0,18.0,EUR
104989,4,P0404,6,69.0,414.0,EUR
104990,1,P0430,3,31.0,93.0,EUR
104990,2,P0409,5,19.0,95.0,EUR
104990,3,P0126,10,29.0,290.0,EUR
104991,1,P0023,4,1120.9,4483.6,USD
104991,2,P0280,10,19.0,190.0,EUR
104991,3,P0469,1,34.0,34.0,EUR
104992,1,P0152,4,29.0,116.0,EUR
104992,2,P0465,8,48.4,387.2,USD
104992,3,P0098,6,119.0,714.0,EUR
104992,4,P0546,4,44.0,176.0,EUR
104993,1,P0116,2,24.0,48.0,EUR
104993,2,P0488,5,29.0,145.0,EUR
104993,3,P0405,6,49.0,294.0,EUR
104993,4,P0538,5,48.4,242.0,USD
104993,5,P0437,2,91.3,182.6,USD
104994,1,P0143,5,24.0,120.0,EUR
104995,1,P0424,3,45.0,135.0,EUR
104995,2,P0516,8,29.0,232.0,EUR
104995,3,P0129,5,19.0,95.0,EUR
104996,1,P0593,1,39.0,39.0,EUR
104996,2,P0227,8,19.0,152.0,EUR
104996,3,P0586,5,44.0,220.0,EUR
104997,1,P0618,6,34.0,204.0,EUR
104997,2,P0299,4,13.2,52.8,USD
104997,3,P0264,4,24.0,96.0,EUR
104998,1,P0612,5,44.0,220.0,EUR
104998,2,P0420,4,39.0,156.0,EUR
104998,3,P0449,7,70.0,490.0,EUR
104999,1,P0262,7,20.9,146.3,USD
104999,2,P0312,2,26.4,52.8,USD
105000,1,P0014,5,1010.9,5054.5,USD
105000,2,P0317,2,26.4,52.8,USD
105000,3,P0052,2,399.0,798.0,EUR
105001,1,P0056,3,419.0,1257.0,EUR
105001,2,P0435,1,39.0,39.0,EUR
105001,3,P0384,6,14.0,84.0,EUR
105002,1,P0567,6,44.0,264.0,EUR
105003,1,P0223,9,34.0,306.0,EUR
105004,1,P0432,3,13.0,39.0,EUR
105005,1,P0538,5,48.4,242.0,USD
105005,2,P0162,9,34.0,306.0,EUR
105005,3,P0118,4,23.1,92.4,USD
105006,1,P0495,3,42.9,128.7,USD
105006,2,P0218,3,42.9,128.7,USD
105006,3,P0433,9,28.6,257.4,USD
105007,1,P0291,5,29.0,145.0,EUR
105008,1,P0320,8,24.0,192.0,EUR
105008,2,P0230,1,12.0,12.0,EUR
105008,3,P0267,5,37.4,187.0,USD
105008,4,P0620,9,37.4,336.6,USD
105008,5,P0601,7,39.0,273.0,EUR
105009,1,P0217,6,26.4,158.4,USD
105009,2,P0129,7,19.0,133.0,EUR
105010,1,P0244,8,18.0,144.0,EUR
105010,2,P0532,3,37.4,112.2,USD
105010,3,P0069,6,929.0,5574.0,EUR
105010,4,P0291,8,29.0,232.0,EUR
105010,5,P0237,5,19.0,95.0,EUR
105011,1,P0040,1,1208.9,1208.9,USD
105011,2,P0578,2,34.0,68.0,EUR
105011,3,P0338,7,29.0,203.0,EUR
105011,4,P0027,9,1329.0,11961.0,EUR
105011,5,P0594,10,42.9,429.0,USD
105012,1,P0117,5,18.0,90.0,EUR
105013,1,P0013,5,878.9,4394.5,USD
105013,2,P0405,8,49.0,392.0,EUR
105013,3,P0014,6,919.0,5514.0,EUR
105014,1,P0036,1,659.0,659.0,EUR
105014,2,P0103,10,179.0,1790.0,EUR
105014,3,P0363,4,34.0,136.0,EUR
105014,4,P0078,7,1736.9,12158.3,USD
105014,5,P0271,9,14.0,126.0,EUR
105015,1,P0294,8,42.9,343.2,USD
105015,2,P0159,3,21.0,63.0,EUR
105015,3,P0327,9,15.4,138.6,USD
105016,1,P0030,4,1579.0,6316.0,EUR
105016,2,P0119,5,37.4,187.0,USD
105017,1,P0529,7,48.4,338.8,USD
105018,1,P0069,5,1021.9,5109.5,USD
105018,2,P0326,8,26.4,211.2,USD
105019,1,P0347,10,34.0,340.0,EUR
105019,2,P0106,4,24.0,96.0,EUR
105020,1,P0038,10,1019.0,10190.0,EUR
105020,2,P0596,2,39.0,78.0,EUR
105020,3,P0030,5,1579.0,7895.0,EUR
105020,4,P0611,9,34.0,306.0,EUR
105021,1,P0225,3,37.4,112.2,USD
105021,2,P0436,6,42.9,257.4,USD
105022,1,P0436,9,42.9,386.1,USD
105022,2,P0568,2,39.0,78.0,EUR
105022,3,P0530,1,37.4,37.4,USD
105022,4,P0334,5,20.9,104.5,USD
105023,1,P0485,8,37.4,299.2,USD
105024,1,P0254,7,19.0,133.0,EUR
105024,2,P0481,7,44.0,308.0,EUR
105025,1,P0157,10,26.4,264.0,USD
105025,2,P0453,7,33.0,231.0,USD
105025,3,P0469,8,34.0,272.0,EUR
105025,4,P0282,3,34.0,102.0,EUR
105025,5,P0611,3,37.4,112.2,USD
105026,1,P0236,5,19.0,95.0,EUR
105026,2,P0490,5,44.0,220.0,EUR
105026,3,P0276,3,19.0,57.0,EUR
105026,4,P0584,6,48.4,290.4,USD
105027,1,P0082,9,1098.9,9890.1,USD
105027,2,P0568,6,39.0,234.0,EUR
105027,3,P0494,1,39.0,39.0,EUR
105027,4,P0225,10,37.4,374.0,USD
105027,5,P0522,3,31.9,95.7,USD
105028,1,P0212,9,19.0,171.0,EUR
105028,2,P0340,2,34.0,68.0,EUR
105028,3,P0409,5,19.0,95.0,EUR
105028,4,P0368,10,29.0,290.0,EUR
105029,1,P0301,2,34.0,68.0,EUR
105029,2,P0363,9,34.0,306.0,EUR
105029,3,P0161,10,39.0,390.0,EUR
105030,1,P0413,6,69.0,414.0,EUR
105030,2,P0140,2,29.0,58.0,EUR
105030,3,P0522,5,29.0,145.0,EUR
105030,4,P0314,3,17.6,52.8,USD
105031,1,P0054,9,679.0,6111.0,EUR
105031,2,P0473,10,29.0,290.0,EUR
105031,3,P0165,3,20.9,62.7,USD
105031,4,P0365,1,34.0,34.0,EUR
105032,1,P0074,8,369.0,2952.0,EUR
105033,1,P0379,10,34.0,340.0,EUR
105033,2,P0499,8,42.9,343.2,USD
105033,3,P0304,7,19.0,133.0,EUR
105034,1,P0437,10,83.0,830.0,EUR
105034,2,P0477,3,34.0,102.0,EUR
105034,3,P0326,2,26.4,52.8,USD
105034,4,P0131,1,17.6,17.6,USD
105035,1,P0576,5,42.9,214.5,USD
105036,1,P0587,5,29.0,145.0,EUR
105036,2,P0012,8,1679.0,13432.0,EUR
105036,3,P0371,2,31.9,63.8,USD
105037,1,P0189,1,20.9,20.9,USD
105038,1,P0551,1,34.0,34.0,EUR
105038,2,P0614,10,39.0,390.0,EUR
105039,1,P0540,4,29.0,116.0,EUR
105040,1,P0538,7,48.4,338.8,USD
105040,2,P0331,9,19.0,171.0,EUR
105040,3,P0464,2,39.0,78.0,EUR
105040,4,P0495,2,42.9,85.8,USD
105041,1,P0314,5,17.6,88.0,USD
105041,2,P0038,9,1120.9,10088.1,USD
105041,3,P0339,7,29.0,203.0,EUR
105041,4,P0327,6,14.0,84.0,EUR
105042,1,P0530,10,37.4,374.0,USD
105042,2,P0162,4,34.0,136.0,EUR
105042,3,P0473,1,31.9,31.9,USD
105042,4,P0288,1,24.0,24.0,EUR
105043,1,P0141,1,26.4,26.4,USD
105043,2,P0074,7,369.0,2583.0,EUR
105044,1,P0122,3,19.0,57.0,EUR
105044,2,P0526,7,29.0,203.0,EUR
105044,3,P0328,7,13.2,92.4,USD
105044,4,P0249,4,37.4,149.6,USD
105045,1,P0498,3,48.4,145.2,USD
105045,2,P0268,1,29.0,29.0,EUR
105045,3,P0175,2,31.9,63.8,USD
105046,1,P0327,7,14.0,98.0,EUR
105047,1,P0244,10,18.0,180.0,EUR
105047,2,P0085,3,658.9,1976.7,USD
105047,3,P0239,7,19.0,133.0,EUR
105047,4,P0451,3,36.3,108.9,USD
105047,5,P0417,9,49.0,441.0,EUR
105048,1,P0462,6,29.0,174.0,EUR
105049,1,P0287,2,20.9,41.8,USD
105049,2,P0539,5,42.9,214.5,USD
105049,3,P0346,7,31.9,223.3,USD
105049,4,P0505,7,34.0,238.0,EUR
105050,1,P0210,6,24.0,144.0,EUR
105050,2,P0528,5,44.0,220.0,EUR
105050,3,P0321,5,34.0,170.0,EUR
105050,4,P0164,7,19.0,133.0,EUR
105050,5,P0452,7,27.0,189.0,EUR
105051,1,P0260,4,19.0,76.0,EUR
105051,2,P0426,1,19.0,19.0,EUR
105051,3,P0235,10,24.0,240.0,EUR
105051,4,P0412,1,59.0,59.0,EUR
105051,5,P0495,10,42.9,429.0,USD
105052,1,P0127,6,19.0,114.0,EUR
105052,2,P0072,1,979.0,979.0,EUR
105052,3,P0161,9,39.0,351.0,EUR
105052,4,P0304,7,20.9,146.3,USD
105053,1,P0050,5,1010.9,5054.5,USD
105053,2,P0227,3,20.9,62.7,USD
105053,3,P0453,5,30.0,150.0,EUR
105054,1,P0050,4,919.0,3676.0,EUR
105054,2,P0056,10,419.0,4190.0,EUR
105054,3,P0045,4,829.0,3316.0,EUR
105055,1,P0192,7,39.0,273.0,EUR
105055,2,P0207,8,24.0,192.0,EUR
105055,3,P0455,5,82.5,412.5,USD
105055,4,P0557,9,39.0,351.0,EUR
105055,5,P0301,4,37.4,149.6,USD
105056,1,P0436,9,39.0,351.0,EUR
105057,1,P0596,10,39.0,390.0,EUR
105057,2,P0018,8,1279.0,10232.0,EUR
105057,3,P0043,1,549.0,549.0,EUR
105058,1,P0113,6,42.9,257.4,USD
105059,1,P0003,1,1351.9,1351.9,USD
105059,2,P0561,3,48.4,145.2,USD
105059,3,P0291,2,29.0,58.0,EUR
105059,4,P0198,3,29.0,87.0,EUR
105060,1,P0587,3,29.0,87.0,EUR
105060,2,P0554,7,48.4,338.8,USD
105061,1,P0130,1,42.9,42.9,USD
105061,2,P0450,3,17.0,51.0,EUR
105061,3,P0306,8,39.0,312.0,EUR
105062,1,P0030,5,1579.0,7895.0,EUR
105063,1,P0210,6,24.0,144.0,EUR
105063,2,P0188,2,21.0,42.0,EUR
105063,3,P0509,1,34.0,34.0,EUR
105063,4,P0148,6,26.4,158.4,USD
105064,1,P0107,4,24.0,96.0,EUR
105064,2,P0038,2,1120.9,2241.8,USD
105065,1,P0297,3,29.0,87.0,EUR
105065,2,P0410,3,29.0,87.0,EUR
105065,3,P0163,3,29.0,87.0,EUR
105065,4,P0428,5,22.0,110.0,EUR
105066,1,P0313,9,12.0,108.0,EUR
105066,2,P0230,1,12.0,12.0,EUR
105066,3,P0400,5,59.0,295.0,EUR
105066,4,P0355,1,14.0,14.0,EUR
105066,5,P0606,6,34.0,204.0,EUR
105067,1,P0011,7,1670.9,11696.3,USD
105067,2,P0059,1,1019.0,1019.0,EUR
105067,3,P0051,8,1079.0,8632.0,EUR
105067,4,P0081,4,729.0,2916.0,EUR
105067,5,P0599,10,42.9,429.0,USD
105068,1,P0011,4,1670.9,6683.6,USD
105068,2,P0620,6,34.0,204.0,EUR
105068,3,P0165,5,20.9,104.5,USD
105068,4,P0247,7,31.9,223.3,USD
105068,5,P0617,9,39.0,351.0,EUR
105069,1,P0618,7,34.0,238.0,EUR
105070,1,P0091,5,229.0,1145.0,EUR
105070,2,P0595,5,48.4,242.0,USD
105071,1,P0377,4,39.0,156.0,EUR
105072,1,P0346,7,31.9,223.3,USD
105072,2,P0552,4,39.0,156.0,EUR
105072,3,P0509,5,34.0,170.0,EUR
105073,1,P0380,5,24.0,120.0,EUR
105073,2,P0430,10,31.0,310.0,EUR
105073,3,P0187,3,12.0,36.0,EUR
105073,4,P0005,9,1340.9,12068.1,USD
105074,1,P0363,9,34.0,306.0,EUR
105074,2,P0190,3,29.0,87.0,EUR
105074,3,P0477,2,34.0,68.0,EUR
105075,1,P0227,5,19.0,95.0,EUR
105076,1,P0095,5,199.0,995.0,EUR
105077,1,P0313,10,12.0,120.0,EUR
105077,2,P0072,5,979.0,4895.0,EUR
105077,3,P0286,6,23.1,138.6,USD
105077,4,P0399,6,42.9,257.4,USD
105077,5,P0433,7,28.6,200.2,USD
105078,1,P0238,7,39.0,273.0,EUR
105079,1,P0529,9,44.0,396.0,EUR
105079,2,P0258,9,23.1,207.9,USD
105079,3,P0037,4,899.0,3596.0,EUR
105080,1,P0009,8,1479.0,11832.0,EUR
105080,2,P0106,2,26.4,52.8,USD
105080,3,P0191,7,29.0,203.0,EUR
105081,1,P0467,9,37.4,336.6,USD
105081,2,P0289,5,29.0,145.0,EUR
105082,1,P0238,2,42.9,85.8,USD
105082,2,P0070,1,699.0,699.0,EUR
105082,3,P0338,1,29.0,29.0,EUR
105082,4,P0386,9,42.9,386.1,USD
105083,1,P0119,10,34.0,340.0,EUR
105083,2,P0053,1,519.0,519.0,EUR
105083,3,P0362,9,24.0,216.0,EUR
105083,4,P0489,5,39.0,195.0,EUR
105084,1,P0602,3,42.9,128.7,USD
105084,2,P0406,10,86.9,869.0,USD
105084,3,P0204,9,29.0,261.0,EUR
105084,4,P0326,8,26.4,211.2,USD
105084,5,P0484,9,44.0,396.0,EUR
105085,1,P0240,5,34.0,170.0,EUR
105085,2,P0207,5,24.0,120.0,EUR
105085,3,P0462,6,29.0,174.0,EUR
105085,4,P0097,5,249.0,1245.0,EUR
105086,1,P0036,1,659.0,659.0,EUR
105086,2,P0624,8,39.0,312.0,EUR
105086,3,P0593,4,39.0,156.0,EUR
105087,1,P0001,9,949.0,8541.0,EUR
105087,2,P0504,6,42.9,257.4,USD
105087,3,P0399,8,39.0,312.0,EUR
105087,4,P0015,10,1079.0,10790.0,EUR
105088,1,P0414,5,89.0,445.0,EUR
105088,2,P0334,2,20.9,41.8,USD
105088,3,P0394,10,34.0,340.0,EUR
105088,4,P0122,5,20.9,104.5,USD
105089,1,P0084,2,1279.0,2558.0,EUR
105089,2,P0361,8,31.9,255.2,USD
105089,3,P0392,6,39.0,234.0,EUR
105090,1,P0355,1,14.0,14.0,EUR
105090,2,P0623,1,37.4,37.4,USD
105090,3,P0377,6,39.0,234.0,EUR
105090,4,P0086,6,719.0,4314.0,EUR
105091,1,P0420,8,39.0,312.0,EUR
105091,2,P0095,5,199.0,995.0,EUR
105091,3,P0498,10,44.0,440.0,EUR
105092,1,P0176,6,20.9,125.4,USD
105092,2,P0151,9,37.4,336.6,USD
105092,3,P0520,3,42.9,128.7,USD
105092,4,P0333,3,31.9,95.7,USD
105092,5,P0060,3,1179.0,3537.0,EUR
105093,1,P0338,10,29.0,290.0,EUR
105093,2,P0246,6,34.0,204.0,EUR
105094,1,P0416,7,79.0,553.0,EUR
105094,2,P0450,2,17.0,34.0,EUR
105094,3,P0358,7,39.0,273.0,EUR
105094,4,P0580,9,37.4,336.6,USD
105094,5,P0317,9,24.0,216.0,EUR
105095,1,P0432,10,13.0,130.0,EUR
105095,2,P0416,10,79.0,790.0,EUR
105095,3,P0363,3,34.0,102.0,EUR
105095,4,P0604,9,34.0,306.0,EUR
105095,5,P0424,2,45.0,90.0,EUR
105096,1,P0412,10,64.9,649.0,USD
105096,2,P0455,8,75.0,600.0,EUR
105097,1,P0180,4,39.0,156.0,EUR
105097,2,P0564,5,48.4,242.0,USD
105098,1,P0155,6,34.0,204.0,EUR
105098,2,P0364,10,37.4,374.0,USD
105098,3,P0061,1,499.0,499.0,EUR
105098,4,P0151,10,37.4,374.0,USD
105099,1,P0450,10,17.0,170.0,EUR
105099,2,P0179,7,29.0,203.0,EUR
105099,3,P0560,5,42.9,214.5,USD
105099,4,P0488,8,29.0,232.0,EUR
105099,5,P0114,7,42.9,300.3,USD
105100,1,P0252,4,39.0,156.0,EUR
105101,1,P0411,10,23.1,231.0,USD
105101,2,P0551,4,34.0,136.0,EUR
105101,3,P0242,1,37.4,37.4,USD
105101,4,P0552,2,39.0,78.0,EUR
105101,5,P0502,7,31.9,223.3,USD
105102,1,P0218,7,39.0,273.0,EUR
105102,2,P0059,6,1019.0,6114.0,EUR
105102,3,P0468,2,48.4,96.8,USD
105103,1,P0072,2,979.0,1958.0,EUR
105103,2,P0282,2,37.4,74.8,USD
105103,3,P0323,8,34.0,272.0,EUR
105103,4,P0160,8,23.1,184.8,USD
105103,5,P0099,8,319.0,2552.0,EUR
105104,1,P0112,4,39.0,156.0,EUR
105105,1,P0568,10,42.9,429.0,USD
105106,1,P0409,6,19.0,114.0,EUR
105106,2,P0390,9,39.0,351.0,EUR
105106,3,P0410,9,29.0,261.0,EUR
105106,4,P0330,1,29.0,29.0,EUR
105107,1,P0259,3,24.0,72.0,EUR
105107,2,P0132,6,21.0,126.0,EUR
105107,3,P0422,2,129.0,258.0,EUR
105108,1,P0296,2,34.0,68.0,EUR
105109,1,P0513,10,37.4,374.0,USD
105109,2,P0426,10,20.9,209.0,USD
105109,3,P0415,10,42.9,429.0,USD
105109,4,P0497,4,39.0,156.0,EUR
105110,1,P0574,6,39.0,234.0,EUR
105110,2,P0139,5,29.0,145.0,EUR
105110,3,P0092,9,349.0,3141.0,EUR
105111,1,P0578,9,34.0,306.0,EUR
105111,2,P0087,4,879.0,3516.0,EUR
105111,3,P0400,2,59.0,118.0,EUR
105112,1,P0208,4,19.0,76.0,EUR
105112,2,P0165,10,20.9,209.0,USD
105112,3,P0335,5,39.0,195.0,EUR
105112,4,P0523,6,34.0,204.0,EUR
105112,5,P0312,7,24.0,168.0,EUR
105113,1,P0516,2,31.9,63.8,USD
105113,2,P0490,4,44.0,176.0,EUR
105113,3,P0275,7,19.0,133.0,EUR
105113,4,P0358,5,39.0,195.0,EUR
105114,1,P0520,1,42.9,42.9,USD
105115,1,P0184,1,24.0,24.0,EUR
105115,2,P0421,5,69.0,345.0,EUR
105115,3,P0586,5,44.0,220.0,EUR
105115,4,P0626,1,29.0,29.0,EUR
105116,1,P0018,9,1406.9,12662.1,USD
105116,2,P0292,8,39.0,312.0,EUR
105117,1,P0244,4,19.8,79.2,USD
105118,1,P0247,4,29.0,116.0,EUR
105118,2,P0075,8,529.0,4232.0,EUR
105118,3,P0227,3,19.0,57.0,EUR
105118,4,P0232,9,34.0,306.0,EUR
105119,1,P0145,8,14.0,112.0,EUR
105119,2,P0185,4,42.9,171.6,USD
105119,3,P0465,1,44.0,44.0,EUR
105119,4,P0597,6,44.0,264.0,EUR
105119,5,P0497,9,39.0,351.0,EUR
105120,1,P0259,6,24.0,144.0,EUR
105120,2,P0043,3,549.0,1647.0,EUR
105120,3,P0437,1,83.0,83.0,EUR
105121,1,P0547,7,42.9,300.3,USD
105122,1,P0144,6,42.9,257.4,USD
105122,2,P0422,10,129.0,1290.0,EUR
105122,3,P0181,7,31.9,223.3,USD
105122,4,P0383,2,18.0,36.0,EUR
105123,1,P0504,2,42.9,85.8,USD
105123,2,P0564,5,48.4,242.0,USD
105123,3,P0175,6,29.0,174.0,EUR
105124,1,P0219,1,24.0,24.0,EUR
105124,2,P0076,8,1428.9,11431.2,USD
105125,1,P0320,9,26.4,237.6,USD
105126,1,P0143,2,24.0,48.0,EUR
105126,2,P0330,10,31.9,319.0,USD
105127,1,P0198,10,29.0,290.0,EUR
105128,1,P0370,8,21.0,168.0,EUR
105128,2,P0437,2,91.3,182.6,USD
105128,3,P0392,6,42.9,257.4,USD
105129,1,P0316,2,24.0,48.0,EUR
105129,2,P0136,2,19.0,38.0,EUR
105130,1,P0601,7,39.0,273.0,EUR
105131,1,P0414,6,89.0,534.0,EUR
105132,1,P0041,9,1340.9,12068.1,USD
105132,2,P0484,1,44.0,44.0,EUR
105133,1,P0070,10,699.0,6990.0,EUR
105133,2,P0422,10,129.0,1290.0,EUR
105133,3,P0494,9,39.0,351.0,EUR
105134,1,P0051,5,1079.0,5395.0,EUR
105134,2,P0210,8,24.0,192.0,EUR
105134,3,P0282,7,34.0,238.0,EUR
105135,1,P0292,2,39.0,78.0,EUR
105135,2,P0309,1,19.0,19.0,EUR
105136,1,P0463,8,39.0,312.0,EUR
105136,2,P0390,5,39.0,195.0,EUR
105136,3,P0525,8,29.0,232.0,EUR
105136,4,P0088,8,649.0,5192.0,EUR
105137,1,P0378,3,26.4,79.2,USD
105137,2,P0551,7,34.0,238.0,EUR
105137,3,P0248,1,39.0,39.0,EUR
105137,4,P0075,6,529.0,3174.0,EUR
105138,1,P0597,4,44.0,176.0,EUR
105138,2,P0529,10,48.4,484.0,USD
105138,3,P0272,1,16.0,16.0,EUR
105139,1,P0072,6,1076.9,6461.4,USD
105139,2,P0489,1,39.0,39.0,EUR
105140,1,P0324,7,29.0,203.0,EUR
105140,2,P0100,4,419.0,1676.0,EUR
105140,3,P0127,6,19.0,114.0,EUR
105141,1,P0538,2,44.0,88.0,EUR
105142,1,P0435,3,39.0,117.0,EUR
105142,2,P0226,5,20.9,104.5,USD
105143,1,P0208,7,19.0,133.0,EUR
105143,2,P0466,5,48.4,242.0,USD
105143,3,P0341,3,21.0,63.0,EUR
105143,4,P0043,7,549.0,3843.0,EUR
105144,1,P0341,5,21.0,105.0,EUR
105144,2,P0012,7,1679.0,11753.0,EUR
105144,3,P0395,10,34.0,340.0,EUR
105144,4,P0283,3,39.0,117.0,EUR
105144,5,P0540,2,29.0,58.0,EUR
105145,1,P0041,8,1219.0,9752.0,EUR
105145,2,P0448,4,42.0,168.0,EUR
105145,3,P0438,1,10.0,10.0,EUR
105145,4,P0070,9,699.0,6291.0,EUR
105146,1,P0001,3,949.0,2847.0,EUR
105146,2,P0274,5,29.0,145.0,EUR
105146,3,P0229,6,16.0,96.0,EUR
105146,4,P0484,5,48.4,242.0,USD
105146,5,P0266,3,20.9,62.7,USD
105147,1,P0573,9,39.0,351.0,EUR
105147,2,P0212,4,20.9,83.6,USD
105147,3,P0183,2,39.0,78.0,EUR
105147,4,P0071,10,900.9,9009.0,USD
105148,1,P0562,4,34.0,136.0,EUR
105148,2,P0568,8,39.0,312.0,EUR
105148,3,P0358,4,42.9,171.6,USD
105148,4,P0357,10,39.0,390.0,EUR
105149,1,P0608,10,29.0,290.0,EUR
105150,1,P0220,2,24.0,48.0,EUR
105150,2,P0341,10,21.0,210.0,EUR
105151,1,P0532,10,34.0,340.0,EUR
105151,2,P0165,5,20.9,104.5,USD
105151,3,P0249,9,37.4,336.6,USD
105151,4,P0121,2,29.0,58.0,EUR
105152,1,P0023,3,1019.0,3057.0,EUR
105152,2,P0098,6,130.9,785.4,USD
105152,3,P0330,1,29.0,29.0,EUR
105153,1,P0624,9,39.0,351.0,EUR
105154,1,P0589,7,42.9,300.3,USD
105154,2,P0333,7,29.0,203.0,EUR
105154,3,P0317,8,26.4,211.2,USD
105154,4,P0015,1,1079.0,1079.0,EUR
105155,1,P0420,7,42.9,300.3,USD
105155,2,P0067,10,713.9,7139.0,USD
105155,3,P0103,1,179.0,179.0,EUR
105156,1,P0245,2,19.0,38.0,EUR
105156,2,P0603,3,42.9,128.7,USD
105156,3,P0468,8,44.0,352.0,EUR
105157,1,P0547,1,39.0,39.0,EUR
105157,2,P0568,7,42.9,300.3,USD
105157,3,P0505,5,37.4,187.0,USD
105158,1,P0508,5,29.0,145.0,EUR
105158,2,P0236,1,19.0,19.0,EUR
105158,3,P0398,8,16.0,128.0,EUR
105158,4,P0609,1,37.4,37.4,USD
105159,1,P0076,2,1428.9,2857.8,USD
105159,2,P0161,4,39.0,156.0,EUR
105159,3,P0517,6,34.0,204.0,EUR
105159,4,P0322,3,19.0,57.0,EUR
105160,1,P0219,5,24.0,120.0,EUR
105161,1,P0186,7,39.0,273.0,EUR
105161,2,P0372,3,24.0,72.0,EUR
105162,1,P0429,9,43.0,387.0,EUR
105162,2,P0411,4,21.0,84.0,EUR
105162,3,P0350,9,29.0,261.0,EUR
105162,4,P0426,4,20.9,83.6,USD
105162,5,P0464,10,39.0,390.0,EUR
105163,1,P0372,4,24.0,96.0,EUR
105164,1,P0388,5,34.0,170.0,EUR
105164,2,P0440,9,18.0,162.0,EUR
105164,3,P0620,5,34.0,170.0,EUR
105164,4,P0561,6,44.0,264.0,EUR
105164,5,P0049,3,878.9,2636.7,USD
105165,1,P0584,7,44.0,308.0,EUR
105165,2,P0338,3,29.0,87.0,EUR
105165,3,P0059,3,1120.9,3362.7,USD
105165,4,P0589,6,39.0,234.0,EUR
105166,1,P0062,5,619.0,3095.0,EUR
105166,2,P0185,6,39.0,234.0,EUR
105167,1,P0214,7,31.9,223.3,USD
105167,2,P0505,5,34.0,170.0,EUR
105167,3,P0298,2,19.0,38.0,EUR
105167,4,P0464,1,42.9,42.9,USD
105168,1,P0577,8,31.9,255.2,USD
105168,2,P0569,8,34.0,272.0,EUR
105168,3,P0055,4,299.0,1196.0,EUR
105169,1,P0062,3,619.0,1857.0,EUR
105169,2,P0316,1,26.4,26.4,USD
105169,3,P0589,8,42.9,343.2,USD
105169,4,P0106,9,24.0,216.0,EUR
105170,1,P0184,7,24.0,168.0,EUR
105170,2,P0607,5,39.0,195.0,EUR
105170,3,P0407,7,149.0,1043.0,EUR
105170,4,P0422,2,129.0,258.0,EUR
105170,5,P0419,2,130.9,261.8,USD
105171,1,P0518,7,44.0,308.0,EUR
105171,2,P0129,4,20.9,83.6,USD
105171,3,P0259,9,24.0,216.0,EUR
105171,4,P0261,7,39.0,273.0,EUR
105172,1,P0206,2,24.0,48.0,EUR
105172,2,P0480,2,31.9,63.8,USD
105173,1,P0403,2,25.0,50.0,EUR
105173,2,P0304,5,19.0,95.0,EUR
105173,3,P0057,4,579.0,2316.0,EUR
105173,4,P0589,6,42.9,257.4,USD
105174,1,P0103,3,179.0,537.0,EUR
105174,2,P0067,1,649.0,649.0,EUR
105174,3,P0307,2,37.4,74.8,USD
105175,1,P0111,1,24.0,24.0,EUR
105175,2,P0215,3,12.0,36.0,EUR
105176,1,P0452,3,29.7,89.1,USD
